timestamp,device_id,device_name,baseline_traffic,current_traffic,is_anomaly
2026-04-22T18:58:45.391996,access_sw_c1_3,Access-Switch-C1-3,225.19,223.11,False
2026-04-22T18:58:45.397090,access_sw_c2_1,Access-Switch-C2-1,266.21,305.56,False
2026-04-22T18:58:45.401080,access_sw_c2_2,Access-Switch-C2-2,124.2,106.25,False
2026-04-22T18:58:45.406157,access_sw_c2_3,Access-Switch-C2-3,261.7,252.47,False
2026-04-22T18:58:45.410148,iot_access_sw_c1_1_1,Camera-1-1-1,149.5,751.5,True
2026-04-22T18:58:45.415228,iot_access_sw_c1_1_2,WaterLeak-1-1-2,39.21,43.56,False
2026-04-22T18:58:45.419218,iot_access_sw_c1_1_3,Thermostat-1-1-3,11.82,12.87,False
2026-04-22T18:58:45.424292,iot_access_sw_c1_1_4,Camera-1-1-4,87.13,112.77,False
2026-04-22T18:58:45.429279,iot_access_sw_c1_2_1,SmartPlug-1-2-1,30.59,23.91,False
2026-04-22T18:58:45.433271,iot_access_sw_c1_2_2,SmokeDetector-1-2-2,30.51,28.31,False
2026-04-22T18:58:45.438414,iot_access_sw_c1_3_1,LightBulb-1-3-1,45.69,46.86,False
2026-04-22T18:58:45.443399,iot_access_sw_c1_3_2,SmartPlug-1-3-2,37.73,30.41,False
2026-04-22T18:58:45.450559,iot_access_sw_c1_3_3,CO2Sensor-1-3-3,51.24,39.66,False
2026-04-22T18:58:45.454689,iot_access_sw_c1_3_4,Camera-1-3-4,126.34,94.23,False
2026-04-22T18:58:45.459678,iot_access_sw_c2_1_1,DoorLock-2-1-1,26.26,31.24,False
2026-04-22T18:58:45.464661,iot_access_sw_c2_1_2,CO2Sensor-2-1-2,45.3,47.04,False
2026-04-22T18:58:45.468650,iot_access_sw_c2_2_1,SmartPlug-2-2-1,57.48,54.58,False
2026-04-22T18:58:45.473638,iot_access_sw_c2_2_2,SmokeDetector-2-2-2,48.23,47.17,False
2026-04-22T18:58:45.478623,iot_access_sw_c2_3_1,DoorLock-2-3-1,13.28,14.76,False
2026-04-22T18:58:45.482615,iot_access_sw_c2_3_2,SmokeDetector-2-3-2,25.68,30.14,False
2026-04-22T18:58:45.487599,iot_access_sw_c2_3_3,LightBulb-2-3-3,49.21,46.77,False
2026-04-22T18:58:50.159796,internet_gw,Internet-Gateway,983.28,1086.91,False
2026-04-22T18:58:50.166868,router_01,Edge-Router-01,516.4,529.41,False
2026-04-22T18:58:50.172852,core_sw_1,Core-Switch-1,536.5,433.67,False
2026-04-22T18:58:50.177950,core_sw_2,Core-Switch-2,1191.61,4340.65,True
2026-04-22T18:58:50.182937,access_sw_c1_1,Access-Switch-C1-1,112.39,137.8,False
2026-04-22T18:58:50.188353,access_sw_c1_2,Access-Switch-C1-2,181.69,207.08,False
2026-04-22T18:58:50.194338,access_sw_c1_3,Access-Switch-C1-3,225.19,228.9,False
2026-04-22T18:58:50.201318,access_sw_c2_1,Access-Switch-C2-1,266.21,279.91,False
2026-04-22T18:58:50.207303,access_sw_c2_2,Access-Switch-C2-2,124.2,118.81,False
2026-04-22T18:58:50.213286,access_sw_c2_3,Access-Switch-C2-3,261.7,178.23,False
2026-04-22T18:58:50.219271,iot_access_sw_c1_1_1,Camera-1-1-1,149.5,111.56,False
2026-04-22T18:58:50.225254,iot_access_sw_c1_1_2,WaterLeak-1-1-2,39.21,37.41,False
2026-04-22T18:58:50.247890,iot_access_sw_c1_1_3,Thermostat-1-1-3,11.82,53.43,True
2026-04-22T18:58:50.252877,iot_access_sw_c1_1_4,Camera-1-1-4,87.13,77.99,False
2026-04-22T18:58:50.257016,iot_access_sw_c1_2_1,SmartPlug-1-2-1,30.59,32.11,False
2026-04-22T18:58:50.262998,iot_access_sw_c1_2_2,SmokeDetector-1-2-2,30.51,36.88,False
2026-04-22T18:58:50.267985,iot_access_sw_c1_3_1,LightBulb-1-3-1,45.69,85.36,True
2026-04-22T18:58:50.272971,iot_access_sw_c1_3_2,SmartPlug-1-3-2,37.73,34.28,False
2026-04-22T18:58:50.276961,iot_access_sw_c1_3_3,CO2Sensor-1-3-3,51.24,36.73,False
2026-04-22T18:58:50.281948,iot_access_sw_c1_3_4,Camera-1-3-4,126.34,158.01,False
2026-04-22T18:58:50.288057,iot_access_sw_c2_1_1,DoorLock-2-1-1,26.26,24.58,False
2026-04-22T18:58:50.294041,iot_access_sw_c2_1_2,CO2Sensor-2-1-2,45.3,43.38,False
2026-04-22T18:58:50.301023,iot_access_sw_c2_2_1,SmartPlug-2-2-1,57.48,74.29,False
2026-04-22T18:58:50.305012,iot_access_sw_c2_2_2,SmokeDetector-2-2-2,48.23,50.68,False
2026-04-22T18:58:50.309001,iot_access_sw_c2_3_1,DoorLock-2-3-1,13.28,17.46,False
2026-04-22T18:58:50.313988,iot_access_sw_c2_3_2,SmokeDetector-2-3-2,25.68,23.8,False
2026-04-22T18:58:50.316980,iot_access_sw_c2_3_3,LightBulb-2-3-3,49.21,217.27,True
2026-04-22T18:58:55.029022,internet_gw,Internet-Gateway,983.28,3797.77,True
2026-04-22T18:58:55.035773,router_01,Edge-Router-01,516.4,617.12,False
2026-04-22T18:58:55.041757,core_sw_1,Core-Switch-1,536.5,513.77,False
2026-04-22T18:58:55.047833,core_sw_2,Core-Switch-2,1191.61,1144.35,False
2026-04-22T18:58:55.052821,access_sw_c1_1,Access-Switch-C1-1,112.39,136.64,False
2026-04-22T18:58:55.061889,access_sw_c1_2,Access-Switch-C1-2,181.69,207.37,False
2026-04-22T18:58:55.093864,access_sw_c1_3,Access-Switch-C1-3,225.19,163.09,False
2026-04-22T18:58:55.098851,access_sw_c2_1,Access-Switch-C2-1,266.21,247.27,False
2026-04-22T18:58:55.104833,access_sw_c2_2,Access-Switch-C2-2,124.2,130.36,False
2026-04-22T18:58:55.112813,access_sw_c2_3,Access-Switch-C2-3,261.7,248.29,False
2026-04-22T18:58:55.120154,iot_access_sw_c1_1_1,Camera-1-1-1,149.5,180.93,False
2026-04-22T18:58:55.126252,iot_access_sw_c1_1_2,WaterLeak-1-1-2,39.21,46.75,False
2026-04-22T18:58:55.132235,iot_access_sw_c1_1_3,Thermostat-1-1-3,11.82,9.56,False
2026-04-22T18:58:55.138219,iot_access_sw_c1_1_4,Camera-1-1-4,87.13,85.3,False
2026-04-22T18:58:55.144203,iot_access_sw_c1_2_1,SmartPlug-1-2-1,30.59,26.43,False
2026-04-22T18:58:55.150186,iot_access_sw_c1_2_2,SmokeDetector-1-2-2,30.51,26.37,False
2026-04-22T18:58:55.155173,iot_access_sw_c1_3_1,LightBulb-1-3-1,45.69,55.64,False
2026-04-22T18:58:55.162155,iot_access_sw_c1_3_2,SmartPlug-1-3-2,37.73,31.57,False
2026-04-22T18:58:55.168275,iot_access_sw_c1_3_3,CO2Sensor-1-3-3,51.24,55.59,False
2026-04-22T18:58:55.173261,iot_access_sw_c1_3_4,Camera-1-3-4,126.34,543.74,True
2026-04-22T18:58:55.179344,iot_access_sw_c2_1_1,DoorLock-2-1-1,26.26,30.48,False
2026-04-22T18:58:55.183333,iot_access_sw_c2_1_2,CO2Sensor-2-1-2,45.3,52.82,False
2026-04-22T18:58:55.187323,iot_access_sw_c2_2_1,SmartPlug-2-2-1,57.48,51.32,False
2026-04-22T18:58:55.193307,iot_access_sw_c2_2_2,SmokeDetector-2-2-2,48.23,90.87,True
2026-04-22T18:58:55.198294,iot_access_sw_c2_3_1,DoorLock-2-3-1,13.28,10.02,False
2026-04-22T18:58:55.203280,iot_access_sw_c2_3_2,SmokeDetector-2-3-2,25.68,21.81,False
2026-04-22T18:58:55.207271,iot_access_sw_c2_3_3,LightBulb-2-3-3,49.21,136.96,True
2026-04-22T18:58:59.844776,internet_gw,Internet-Gateway,983.28,885.4,False
2026-04-22T18:58:59.853859,router_01,Edge-Router-01,516.4,428.52,False
2026-04-22T18:58:59.859042,core_sw_1,Core-Switch-1,536.5,389.97,False
2026-04-22T18:58:59.865157,core_sw_2,Core-Switch-2,1191.61,1059.96,False
2026-04-22T18:58:59.871141,access_sw_c1_1,Access-Switch-C1-1,112.39,127.17,False
2026-04-22T18:58:59.878222,access_sw_c1_2,Access-Switch-C1-2,181.69,111.78,False
2026-04-22T18:58:59.885334,access_sw_c1_3,Access-Switch-C1-3,225.19,147.27,False
2026-04-22T18:58:59.893311,access_sw_c2_1,Access-Switch-C2-1,266.21,1091.97,True
2026-04-22T18:58:59.899296,access_sw_c2_2,Access-Switch-C2-2,124.2,103.56,False
2026-04-22T18:58:59.904281,access_sw_c2_3,Access-Switch-C2-3,261.7,279.19,False
2026-04-22T18:58:59.910265,iot_access_sw_c1_1_1,Camera-1-1-1,149.5,131.96,False
2026-04-22T18:58:59.916250,iot_access_sw_c1_1_2,WaterLeak-1-1-2,39.21,35.21,False
2026-04-22T18:58:59.922233,iot_access_sw_c1_1_3,Thermostat-1-1-3,11.82,12.19,False
2026-04-22T18:58:59.933293,iot_access_sw_c1_1_4,Camera-1-1-4,87.13,103.63,False
2026-04-22T18:58:59.942267,iot_access_sw_c1_2_1,SmartPlug-1-2-1,30.59,30.98,False
2026-04-22T18:58:59.949249,iot_access_sw_c1_2_2,SmokeDetector-1-2-2,30.51,35.71,False
2026-04-22T18:58:59.955232,iot_access_sw_c1_3_1,LightBulb-1-3-1,45.69,42.19,False
2026-04-22T18:58:59.963211,iot_access_sw_c1_3_2,SmartPlug-1-3-2,37.73,48.15,False
2026-04-22T18:58:59.969303,iot_access_sw_c1_3_3,CO2Sensor-1-3-3,51.24,66.47,False
2026-04-22T18:58:59.973293,iot_access_sw_c1_3_4,Camera-1-3-4,126.34,91.47,False
2026-04-22T18:58:59.979368,iot_access_sw_c2_1_1,DoorLock-2-1-1,26.26,29.55,False
2026-04-22T18:58:59.983356,iot_access_sw_c2_1_2,CO2Sensor-2-1-2,45.3,48.53,False
2026-04-22T18:58:59.988345,iot_access_sw_c2_2_1,SmartPlug-2-2-1,57.48,51.49,False
2026-04-22T18:58:59.993332,iot_access_sw_c2_2_2,SmokeDetector-2-2-2,48.23,60.03,False
2026-04-22T18:58:59.998318,iot_access_sw_c2_3_1,DoorLock-2-3-1,13.28,10.77,False
2026-04-22T18:59:00.005298,iot_access_sw_c2_3_2,SmokeDetector-2-3-2,25.68,28.11,False
2026-04-22T18:59:00.012281,iot_access_sw_c2_3_3,LightBulb-2-3-3,49.21,44.05,False
2026-04-22T18:59:04.699799,internet_gw,Internet-Gateway,983.28,4145.25,True
2026-04-22T18:59:04.704909,router_01,Edge-Router-01,516.4,592.69,False
2026-04-22T18:59:04.711891,core_sw_1,Core-Switch-1,536.5,632.7,False
2026-04-22T18:59:04.716961,core_sw_2,Core-Switch-2,1191.61,5903.59,True
2026-04-22T18:59:04.721948,access_sw_c1_1,Access-Switch-C1-1,112.39,84.05,False
2026-04-22T18:59:04.729055,access_sw_c1_2,Access-Switch-C1-2,181.69,220.7,False
2026-04-22T18:59:04.734141,access_sw_c1_3,Access-Switch-C1-3,225.19,241.68,False
2026-04-22T18:59:04.739127,access_sw_c2_1,Access-Switch-C2-1,266.21,731.96,True
2026-04-22T18:59:04.746205,access_sw_c2_2,Access-Switch-C2-2,124.2,97.11,False
2026-04-22T18:59:04.750197,access_sw_c2_3,Access-Switch-C2-3,261.7,231.38,False
2026-04-22T18:59:04.755273,iot_access_sw_c1_1_1,Camera-1-1-1,149.5,148.64,False
2026-04-22T18:59:04.762252,iot_access_sw_c1_1_2,WaterLeak-1-1-2,39.21,30.57,False
2026-04-22T18:59:04.767380,iot_access_sw_c1_1_3,Thermostat-1-1-3,11.82,13.42,False
2026-04-22T18:59:04.771371,iot_access_sw_c1_1_4,Camera-1-1-4,87.13,479.73,True
2026-04-22T18:59:04.777643,iot_access_sw_c1_2_1,SmartPlug-1-2-1,30.59,27.67,False
2026-04-22T18:59:04.783732,iot_access_sw_c1_2_2,SmokeDetector-1-2-2,30.51,29.58,False
2026-04-22T18:59:04.788718,iot_access_sw_c1_3_1,LightBulb-1-3-1,45.69,56.68,False
2026-04-22T18:59:04.794797,iot_access_sw_c1_3_2,SmartPlug-1-3-2,37.73,41.49,False
2026-04-22T18:59:04.799784,iot_access_sw_c1_3_3,CO2Sensor-1-3-3,51.24,52.53,False
2026-04-22T18:59:04.804872,iot_access_sw_c1_3_4,Camera-1-3-4,126.34,19.72,True
2026-04-22T18:59:04.810854,iot_access_sw_c2_1_1,DoorLock-2-1-1,26.26,24.07,False
2026-04-22T18:59:04.816915,iot_access_sw_c2_1_2,CO2Sensor-2-1-2,45.3,47.74,False
2026-04-22T18:59:04.821903,iot_access_sw_c2_2_1,SmartPlug-2-2-1,57.48,57.68,False
2026-04-22T18:59:04.828470,iot_access_sw_c2_2_2,SmokeDetector-2-2-2,48.23,38.75,False
2026-04-22T18:59:04.833595,iot_access_sw_c2_3_1,DoorLock-2-3-1,13.28,16.52,False
2026-04-22T18:59:04.838583,iot_access_sw_c2_3_2,SmokeDetector-2-3-2,25.68,20.67,False
2026-04-22T18:59:04.846671,iot_access_sw_c2_3_3,LightBulb-2-3-3,49.21,8.11,True
2026-04-22T18:59:09.561772,internet_gw,Internet-Gateway,983.28,1228.58,False
2026-04-22T18:59:09.568945,router_01,Edge-Router-01,516.4,506.22,False
2026-04-22T18:59:09.575022,core_sw_1,Core-Switch-1,536.5,564.79,False
2026-04-22T18:59:09.583000,core_sw_2,Core-Switch-2,1191.61,1317.93,False
2026-04-22T18:59:09.593065,access_sw_c1_1,Access-Switch-C1-1,112.39,137.92,False
2026-04-22T18:59:09.599165,access_sw_c1_2,Access-Switch-C1-2,181.69,162.35,False
2026-04-22T18:59:09.607269,access_sw_c1_3,Access-Switch-C1-3,225.19,143.89,False
2026-04-22T18:59:09.614250,access_sw_c2_1,Access-Switch-C2-1,266.21,313.08,False
2026-04-22T18:59:09.621233,access_sw_c2_2,Access-Switch-C2-2,124.2,104.61,False
2026-04-22T18:59:09.628215,access_sw_c2_3,Access-Switch-C2-3,261.7,200.13,False
2026-04-22T18:59:09.634305,iot_access_sw_c1_1_1,Camera-1-1-1,149.5,138.51,False
2026-04-22T18:59:09.644279,iot_access_sw_c1_1_2,WaterLeak-1-1-2,39.21,24.84,False
2026-04-22T18:59:09.652257,iot_access_sw_c1_1_3,Thermostat-1-1-3,11.82,8.93,False
2026-04-22T18:59:09.659240,iot_access_sw_c1_1_4,Camera-1-1-4,87.13,77.87,False
2026-04-22T18:59:09.665329,iot_access_sw_c1_2_1,SmartPlug-1-2-1,30.59,22.64,False
2026-04-22T18:59:09.671310,iot_access_sw_c1_2_2,SmokeDetector-1-2-2,30.51,168.75,True
2026-04-22T18:59:09.677295,iot_access_sw_c1_3_1,LightBulb-1-3-1,45.69,51.59,False
2026-04-22T18:59:09.682281,iot_access_sw_c1_3_2,SmartPlug-1-3-2,37.73,33.04,False
2026-04-22T18:59:09.687267,iot_access_sw_c1_3_3,CO2Sensor-1-3-3,51.24,42.6,False
2026-04-22T18:59:09.692254,iot_access_sw_c1_3_4,Camera-1-3-4,126.34,89.2,False
2026-04-22T18:59:09.697239,iot_access_sw_c2_1_1,DoorLock-2-1-1,26.26,27.4,False
2026-04-22T18:59:09.701231,iot_access_sw_c2_1_2,CO2Sensor-2-1-2,45.3,40.38,False
2026-04-22T18:59:09.706217,iot_access_sw_c2_2_1,SmartPlug-2-2-1,57.48,47.07,False
2026-04-22T18:59:09.711201,iot_access_sw_c2_2_2,SmokeDetector-2-2-2,48.23,11.02,True
2026-04-22T18:59:09.716270,iot_access_sw_c2_3_1,DoorLock-2-3-1,13.28,14.57,False
2026-04-22T18:59:09.720260,iot_access_sw_c2_3_2,SmokeDetector-2-3-2,25.68,21.44,False
2026-04-22T18:59:09.725339,iot_access_sw_c2_3_3,LightBulb-2-3-3,49.21,47.82,False
2026-04-22T18:59:14.462747,internet_gw,Internet-Gateway,983.28,1128.38,False
2026-04-22T18:59:14.467826,router_01,Edge-Router-01,516.4,560.21,False
2026-04-22T18:59:14.474317,core_sw_1,Core-Switch-1,536.5,414.72,False
2026-04-22T18:59:14.479300,core_sw_2,Core-Switch-2,1191.61,1044.22,False
2026-04-22T18:59:14.484365,access_sw_c1_1,Access-Switch-C1-1,112.39,78.86,False
2026-04-22T18:59:14.491350,access_sw_c1_2,Access-Switch-C1-2,181.69,179.43,False
2026-04-22T18:59:14.496491,access_sw_c1_3,Access-Switch-C1-3,225.19,275.33,False
2026-04-22T18:59:14.501478,access_sw_c2_1,Access-Switch-C2-1,266.21,307.85,False
2026-04-22T18:59:14.508595,access_sw_c2_2,Access-Switch-C2-2,124.2,156.15,False
2026-04-22T18:59:14.513720,access_sw_c2_3,Access-Switch-C2-3,261.7,267.94,False
2026-04-22T18:59:14.519705,iot_access_sw_c1_1_1,Camera-1-1-1,149.5,10.69,True
2026-04-22T18:59:14.526855,iot_access_sw_c1_1_2,WaterLeak-1-1-2,39.21,37.23,False
2026-04-22T18:59:14.531841,iot_access_sw_c1_1_3,Thermostat-1-1-3,11.82,10.51,False
2026-04-22T18:59:14.536945,iot_access_sw_c1_1_4,Camera-1-1-4,87.13,109.19,False
2026-04-22T18:59:14.545034,iot_access_sw_c1_2_1,SmartPlug-1-2-1,30.59,39.2,False
2026-04-22T18:59:14.550018,iot_access_sw_c1_2_2,SmokeDetector-1-2-2,30.51,32.63,False
2026-04-22T18:59:14.555116,iot_access_sw_c1_3_1,LightBulb-1-3-1,45.69,35.09,False
2026-04-22T18:59:14.562100,iot_access_sw_c1_3_2,SmartPlug-1-3-2,37.73,33.14,False
2026-04-22T18:59:14.567172,iot_access_sw_c1_3_3,CO2Sensor-1-3-3,51.24,57.33,False
2026-04-22T18:59:14.573163,iot_access_sw_c1_3_4,Camera-1-3-4,126.34,128.87,False
2026-04-22T18:59:14.579325,iot_access_sw_c2_1_1,DoorLock-2-1-1,26.26,22.34,False
2026-04-22T18:59:14.585391,iot_access_sw_c2_1_2,CO2Sensor-2-1-2,45.3,43.57,False
2026-04-22T18:59:14.592373,iot_access_sw_c2_2_1,SmartPlug-2-2-1,57.48,57.77,True
2026-04-22T18:59:14.598464,iot_access_sw_c2_2_2,SmokeDetector-2-2-2,48.23,35.51,False
2026-04-22T18:59:14.603581,iot_access_sw_c2_3_1,DoorLock-2-3-1,13.28,12.5,False
2026-04-22T18:59:14.610564,iot_access_sw_c2_3_2,SmokeDetector-2-3-2,25.68,25.6,False
2026-04-22T18:59:14.615690,iot_access_sw_c2_3_3,LightBulb-2-3-3,49.21,50.38,False
2026-04-22T18:59:19.409739,internet_gw,Internet-Gateway,983.28,5422.13,True
2026-04-22T18:59:19.414804,router_01,Edge-Router-01,516.4,406.69,False
2026-04-22T18:59:19.420788,core_sw_1,Core-Switch-1,536.5,553.52,False
2026-04-22T18:59:19.425874,core_sw_2,Core-Switch-2,1191.61,904.08,False
2026-04-22T18:59:19.430891,access_sw_c1_1,Access-Switch-C1-1,112.39,107.18,False
2026-04-22T18:59:19.435937,access_sw_c1_2,Access-Switch-C1-2,181.69,193.75,False
2026-04-22T18:59:19.441919,access_sw_c1_3,Access-Switch-C1-3,225.19,188.24,False
2026-04-22T18:59:19.447001,access_sw_c2_1,Access-Switch-C2-1,266.21,328.37,False
2026-04-22T18:59:19.451990,access_sw_c2_2,Access-Switch-C2-2,124.2,11.05,True
2026-04-22T18:59:19.457066,access_sw_c2_3,Access-Switch-C2-3,261.7,288.49,False
2026-04-22T18:59:19.476145,iot_access_sw_c1_1_1,Camera-1-1-1,149.5,114.64,False
2026-04-22T18:59:19.484375,iot_access_sw_c1_1_2,WaterLeak-1-1-2,39.21,46.74,False
2026-04-22T18:59:19.491357,iot_access_sw_c1_1_3,Thermostat-1-1-3,11.82,12.99,False
2026-04-22T18:59:19.497424,iot_access_sw_c1_1_4,Camera-1-1-4,87.13,160.42,True
2026-04-22T18:59:19.502413,iot_access_sw_c1_2_1,SmartPlug-1-2-1,30.59,18.71,False
2026-04-22T18:59:19.508514,iot_access_sw_c1_2_2,SmokeDetector-1-2-2,30.51,22.45,False
2026-04-22T18:59:19.513594,iot_access_sw_c1_3_1,LightBulb-1-3-1,45.69,45.52,False
2026-04-22T18:59:19.518582,iot_access_sw_c1_3_2,SmartPlug-1-3-2,37.73,29.57,False
2026-04-22T18:59:19.523675,iot_access_sw_c1_3_3,CO2Sensor-1-3-3,51.24,43.5,False
2026-04-22T18:59:19.529659,iot_access_sw_c1_3_4,Camera-1-3-4,126.34,88.43,False
2026-04-22T18:59:19.534726,iot_access_sw_c2_1_1,DoorLock-2-1-1,26.26,23.98,False
2026-04-22T18:59:19.539713,iot_access_sw_c2_1_2,CO2Sensor-2-1-2,45.3,26.93,False
2026-04-22T18:59:19.545783,iot_access_sw_c2_2_1,SmartPlug-2-2-1,57.48,36.58,False
2026-04-22T18:59:19.550772,iot_access_sw_c2_2_2,SmokeDetector-2-2-2,48.23,47.05,False
2026-04-22T18:59:19.555844,iot_access_sw_c2_3_1,DoorLock-2-3-1,13.28,10.71,False
2026-04-22T18:59:19.561830,iot_access_sw_c2_3_2,SmokeDetector-2-3-2,25.68,27.49,False
2026-04-22T18:59:19.566928,iot_access_sw_c2_3_3,LightBulb-2-3-3,49.21,44.04,False
2026-04-22T18:59:24.267345,internet_gw,Internet-Gateway,983.28,877.41,False
2026-04-22T18:59:24.276446,router_01,Edge-Router-01,516.4,19.88,True
2026-04-22T18:59:24.282429,core_sw_1,Core-Switch-1,536.5,2830.79,True
2026-04-22T18:59:24.300886,core_sw_2,Core-Switch-2,1191.61,1515.78,False
2026-04-22T18:59:24.307867,access_sw_c1_1,Access-Switch-C1-1,112.39,87.79,False
2026-04-22T18:59:24.315844,access_sw_c1_2,Access-Switch-C1-2,181.69,228.25,False
2026-04-22T18:59:24.328810,access_sw_c1_3,Access-Switch-C1-3,225.19,179.63,False
2026-04-22T18:59:24.337893,access_sw_c2_1,Access-Switch-C2-1,266.21,251.56,False
2026-04-22T18:59:24.344875,access_sw_c2_2,Access-Switch-C2-2,124.2,709.8,True
2026-04-22T18:59:24.352853,access_sw_c2_3,Access-Switch-C2-3,261.7,203.36,False
2026-04-22T18:59:24.360830,iot_access_sw_c1_1_1,Camera-1-1-1,149.5,178.71,False
2026-04-22T18:59:24.365817,iot_access_sw_c1_1_2,WaterLeak-1-1-2,39.21,30.01,False
2026-04-22T18:59:24.371802,iot_access_sw_c1_1_3,Thermostat-1-1-3,11.82,13.71,False
2026-04-22T18:59:24.378783,iot_access_sw_c1_1_4,Camera-1-1-4,87.13,90.79,False
2026-04-22T18:59:24.385927,iot_access_sw_c1_2_1,SmartPlug-1-2-1,30.59,144.44,True
2026-04-22T18:59:24.392907,iot_access_sw_c1_2_2,SmokeDetector-1-2-2,30.51,25.58,False
2026-04-22T18:59:24.397895,iot_access_sw_c1_3_1,LightBulb-1-3-1,45.69,31.63,False
2026-04-22T18:59:24.403878,iot_access_sw_c1_3_2,SmartPlug-1-3-2,37.73,28.68,False
2026-04-22T18:59:24.409046,iot_access_sw_c1_3_3,CO2Sensor-1-3-3,51.24,41.48,False
2026-04-22T18:59:24.414033,iot_access_sw_c1_3_4,Camera-1-3-4,126.34,103.89,False
2026-04-22T18:59:24.419020,iot_access_sw_c2_1_1,DoorLock-2-1-1,26.26,16.89,False
2026-04-22T18:59:24.425141,iot_access_sw_c2_1_2,CO2Sensor-2-1-2,45.3,39.04,False
2026-04-22T18:59:24.430127,iot_access_sw_c2_2_1,SmartPlug-2-2-1,57.48,52.34,False
2026-04-22T18:59:24.435217,iot_access_sw_c2_2_2,SmokeDetector-2-2-2,48.23,44.46,False
2026-04-22T18:59:24.440205,iot_access_sw_c2_3_1,DoorLock-2-3-1,13.28,12.4,False
2026-04-22T18:59:24.446264,iot_access_sw_c2_3_2,SmokeDetector-2-3-2,25.68,26.83,False
2026-04-22T18:59:24.451252,iot_access_sw_c2_3_3,LightBulb-2-3-3,49.21,32.02,False
2026-04-22T18:59:29.180807,internet_gw,Internet-Gateway,983.28,1010.39,False
2026-04-22T18:59:29.191778,router_01,Edge-Router-01,516.4,54.82,True
2026-04-22T18:59:29.200752,core_sw_1,Core-Switch-1,536.5,568.19,False
2026-04-22T18:59:29.210727,core_sw_2,Core-Switch-2,1191.61,1330.87,False
2026-04-22T18:59:29.217707,access_sw_c1_1,Access-Switch-C1-1,112.39,370.22,True
2026-04-22T18:59:29.224687,access_sw_c1_2,Access-Switch-C1-2,181.69,173.9,False
